,path,text
2047,./fashion_captioning/images/123121.jpg,medusa pendant necklace 
2048,./fashion_captioning/images/32956.jpg,satin halter neck dress 
2049,./fashion_captioning/images/84361.jpg,edge boat shoe 
2050,./fashion_captioning/images/92610.jpg,l 2b blood chit reversible bomber jacket 
2051,./fashion_captioning/images/119784.jpg,classic chain extra large hoop earring 
2052,./fashion_captioning/images/83573.jpg,sutton waterproof lace up shoe 
2053,./fashion_captioning/images/79091.jpg,dara smocked silk blend blouse 
2054,./fashion_captioning/images/75984.jpg,saint barth jacquard crop joggers pants 
2055,./fashion_captioning/images/75506.jpg,lace back body con sheath dress 
2056,./fashion_captioning/images/67268.jpg,trim fit cashmere western tee 
2057,./fashion_captioning/images/46675.jpg,matte sequin side tie sleeveless fit flare dress 
2058,./fashion_captioning/images/121367.jpg,imitation pearl bar pendant necklace 
2059,./fashion_captioning/images/43600.jpg,cat person bedtime nightshirt 
2060,./fashion_captioning/images/117609.jpg,row gloss shoulder bag 
2061,./fashion_captioning/images/83580.jpg,postino venetian loafer 
2062,./fashion_captioning/images/62330.jpg,girocollo mesh t tee 
2063,./fashion_captioning/images/111173.jpg,chain reaction bracelet watch 45mm 
2064,./fashion_captioning/images/21096.jpg,dream floral lace trim silk miniskirt 
2065,./fashion_captioning/images/66717.jpg,owen stripe linen pocket t tee 
2066,./fashion_captioning/images/73653.jpg,einstein regular fit mesh button up tee 
2067,./fashion_captioning/images/106048.jpg,standard crop jumpsuit 
2068,./fashion_captioning/images/119129.jpg,snake embossed leather foldover clutch 
2069,./fashion_captioning/images/132836.jpg,luanda metallic slingback pump 
2070,./fashion_captioning/images/109715.jpg,ramona lace popover bodice trumpet gown 
2071,./fashion_captioning/images/84150.jpg,bozeman tall waterproof boot 
2072,./fashion_captioning/images/79839.jpg,emma floral print ruffle dress 
2073,./fashion_captioning/images/85826.jpg,bailey cap toe skimmer flat 
2074,./fashion_captioning/images/116414.jpg,linda leather tote 
2075,./fashion_captioning/images/46910.jpg,cotton linen tuxedo blazer 
2076,./fashion_captioning/images/25734.jpg,quilted down nylon faux fur puffer jacket 
2077,./fashion_captioning/images/57033.jpg,x union nrg vault aj flight quarter zip pullover 
2078,./fashion_captioning/images/43227.jpg,siren high waist bitten hem ankle jeans jeans 
2079,./fashion_captioning/images/86745.jpg,raylene ankle strap wedge pump 
2080,./fashion_captioning/images/88924.jpg,kathryn wedge pump 
2081,./fashion_captioning/images/50103.jpg,notch collar cardigan coat 
2082,./fashion_captioning/images/74119.jpg,idealist hipster bikini bottom 
2083,./fashion_captioning/images/16529.jpg,lace georgette wrap evening dress 
2084,./fashion_captioning/images/95147.jpg,glimmer sequin minidress 
2085,./fashion_captioning/images/77641.jpg,tayiny stripe ottoman dress 
2086,./fashion_captioning/images/59252.jpg,trim fit dot dress tee 
2087,./fashion_captioning/images/127938.jpg,ruffle trim pointed toe pump 
2088,./fashion_captioning/images/70757.jpg,slim fit bomber jacket 
2089,./fashion_captioning/images/88089.jpg,belen pointed toe pump 
2090,./fashion_captioning/images/41067.jpg,buffalo plaid drop shoulder mockneck top 
2091,./fashion_captioning/images/14181.jpg,country bouquet ruffle sleeve blouse 
2092,./fashion_captioning/images/5952.jpg,utility dress 
2093,./fashion_captioning/images/13350.jpg,palm reader halter triangle bikini top 
2094,./fashion_captioning/images/70570.jpg,wool blend jacket 
2095,./fashion_captioning/images/108917.jpg,all in one jumpsuit 
2096,./fashion_captioning/images/94647.jpg,quilted down wool shorts jacket 
2097,./fashion_captioning/images/116460.jpg,grace genuine shearling bucket bag 
2098,./fashion_captioning/images/93146.jpg,contrast stripe textured crepe blazer 
2099,./fashion_captioning/images/19044.jpg,twist front blouse 
2100,./fashion_captioning/images/74767.jpg,tiluna side zip crop pants 
2101,./fashion_captioning/images/52388.jpg,heart print austin blouse 
2102,./fashion_captioning/images/74785.jpg,twinkle sport bra 
2103,./fashion_captioning/images/44453.jpg,ambrose sweater 
2104,./fashion_captioning/images/19259.jpg,claudia jeans crop pants 
2105,./fashion_captioning/images/96162.jpg,flora embroidery mesh detail bodysuit 
2106,./fashion_captioning/images/103786.jpg,varius tweed suit skirt 
2107,./fashion_captioning/images/23114.jpg,stripe off the shoulder minidress 
2108,./fashion_captioning/images/21887.jpg,lana contrast lace babydoll chemise with thongs 
2109,./fashion_captioning/images/13935.jpg,mile stripe tunic top 
2110,./fashion_captioning/images/84768.jpg,zerogrand trainer sneaker 
2111,./fashion_captioning/images/125414.jpg,madelyn crystal logo buckle leather belt 
2112,./fashion_captioning/images/72955.jpg,smartcare traditional fit check dress tee 
2113,./fashion_captioning/images/63841.jpg,mick jeans fit jeans 
2114,./fashion_captioning/images/67409.jpg,trim fit plaid stretch cotton blend sport coat 
2115,./fashion_captioning/images/128385.jpg,foxy genuine fox fur slippers 
2116,./fashion_captioning/images/121924.jpg,rockstud small leather bracelet 
2117,./fashion_captioning/images/5595.jpg,high waist raw hem straight leg jeans 
2118,./fashion_captioning/images/93642.jpg,pack of 2 sheer massaging tights 
2119,./fashion_captioning/images/123839.jpg,patch scarf 
2120,./fashion_captioning/images/65884.jpg,swift performance t tee 
2121,./fashion_captioning/images/24076.jpg,donald high waist gaucho pants 
2122,./fashion_captioning/images/27549.jpg,chigo pinstripe long sleeve cotton shirtdress 
2123,./fashion_captioning/images/102521.jpg,colorblock linen cotton blend shorts 
2124,./fashion_captioning/images/58570.jpg,slim fit denim chore tee 
2125,./fashion_captioning/images/46446.jpg,stripe midi t tee dress 
2126,./fashion_captioning/images/73762.jpg,roll top yoga pants 
2127,./fashion_captioning/images/118531.jpg,boudoir leather belt bag 
2128,./fashion_captioning/images/21498.jpg,boudoir full slip 
2129,./fashion_captioning/images/91587.jpg,zoe animal print genuine calf hair sneaker 
2130,./fashion_captioning/images/65295.jpg,allover logo puffer vest 
2131,./fashion_captioning/images/43410.jpg,cargo crop tee 
2132,./fashion_captioning/images/66065.jpg,the straight slim straight leg jeans 
2133,./fashion_captioning/images/110671.jpg,circle dot silk tie 
2134,./fashion_captioning/images/58742.jpg,cabana regular fit stripe tee 
2135,./fashion_captioning/images/121520.jpg,octagonal link earring 
2136,./fashion_captioning/images/76450.jpg,donena colorblock shorts sleeve sheath dress 
2137,./fashion_captioning/images/59806.jpg,dog bone texture crew sock 
2138,./fashion_captioning/images/62512.jpg,wilmington wicker swim trunk 
2139,./fashion_captioning/images/121614.jpg,cable collectible heart bracelet with 18k gold 
2140,./fashion_captioning/images/61794.jpg,stripe cotton two button cardigan 
2141,./fashion_captioning/images/32545.jpg,craft sleeveless top 
2142,./fashion_captioning/images/114440.jpg,paine loafer 
2143,./fashion_captioning/images/119233.jpg,medium spike it rockstud transparent shoulder crossbody bag 
2144,./fashion_captioning/images/96387.jpg,keva cardigan 
2145,./fashion_captioning/images/23359.jpg,crewneck tee with botanical embroidery 
2146,./fashion_captioning/images/14722.jpg,contessa cardigan 
2147,./fashion_captioning/images/6408.jpg,sierra half zip fleece pullover 
2148,./fashion_captioning/images/20817.jpg,muscle crew stripe tank 
2149,./fashion_captioning/images/28050.jpg,glen plaid cigarette pants 
2150,./fashion_captioning/images/112269.jpg,slated leather belt 
2151,./fashion_captioning/images/56877.jpg,slim fit floral print tee 
2152,./fashion_captioning/images/73206.jpg,tracksuit pants 
2153,./fashion_captioning/images/99690.jpg,men basic cotton blazer 
2154,./fashion_captioning/images/25185.jpg,resort long sleeve minidress 
2155,./fashion_captioning/images/59713.jpg,two tone five pocket stretch cotton trousers 
2156,./fashion_captioning/images/117294.jpg,tb quilted check leather camera crossbody bag 
2157,./fashion_captioning/images/43881.jpg,houndstooth eyelash knit cardigan 
2158,./fashion_captioning/images/81358.jpg,zane park city graphic sweatshirt 
2159,./fashion_captioning/images/63348.jpg,shaped fit dot print cotton tee 
2160,./fashion_captioning/images/99986.jpg,tie dye arrow graphic tee 
2161,./fashion_captioning/images/57723.jpg,the straight slim straight leg jeans 
2162,./fashion_captioning/images/71316.jpg,slub zip hood 
2163,./fashion_captioning/images/12603.jpg,gothic floral print pleated silk twill midi skirt 
2164,./fashion_captioning/images/104637.jpg,crossover crepe top 
2165,./fashion_captioning/images/45948.jpg,velour robe 
2166,./fashion_captioning/images/99718.jpg,x nordstrom jerrin slim fit solid dress tee 
2167,./fashion_captioning/images/118157.jpg,roseberry round crossbody bag 
2168,./fashion_captioning/images/23099.jpg,cecilia lounge jumpsuit 
2169,./fashion_captioning/images/26946.jpg,geeta crop wide leg pants 
2170,./fashion_captioning/images/8272.jpg,margaret embroidered mesh cocktail dress 
2171,./fashion_captioning/images/60258.jpg,side stripe drawstring pants 
2172,./fashion_captioning/images/80898.jpg,saint sweatshirt 
2173,./fashion_captioning/images/47703.jpg,nina high waist cigarette jeans 
2174,./fashion_captioning/images/110016.jpg,57mm aviator sunglass 
2175,./fashion_captioning/images/100817.jpg,throwpack palm tree swim trunk 
2176,./fashion_captioning/images/28749.jpg,drape sleeve shift dress 
2177,./fashion_captioning/images/128287.jpg,landry flat 
2178,./fashion_captioning/images/43570.jpg,gaia midi dress 
2179,./fashion_captioning/images/57810.jpg,tuscumbia slim fit tee 
2180,./fashion_captioning/images/52536.jpg,opposting stripe long sleeve shirtdress 
2181,./fashion_captioning/images/67017.jpg,hacci flannel pajamas 
2182,./fashion_captioning/images/10488.jpg,crystal button satin sheath dress 
2183,./fashion_captioning/images/73365.jpg,red box graphic t tee 
2184,./fashion_captioning/images/19806.jpg,annora intarsia knit maternity sweater 
2185,./fashion_captioning/images/89798.jpg,carita high top sneaker 
2186,./fashion_captioning/images/96540.jpg,the hip cardigan 
2187,./fashion_captioning/images/75472.jpg,kathy glitter stripe tiered ruffle cocktail dress 
2188,./fashion_captioning/images/10825.jpg,statement 1981 unlined bralette 
2189,./fashion_captioning/images/115885.jpg,small metallic leather crossbody bag 
2190,./fashion_captioning/images/2052.jpg,malaysia stripe tunic top 
2191,./fashion_captioning/images/101304.jpg,print high waist ankle legging 
2192,./fashion_captioning/images/70421.jpg,sedgwick regular fit suede jacket 
2193,./fashion_captioning/images/113653.jpg,gold elite waterproof plain toe derby 
2194,./fashion_captioning/images/67348.jpg,otw framework long sleeve graphic t tee 
2195,./fashion_captioning/images/108892.jpg,spliced frill one one-piece swimsuit 
2196,./fashion_captioning/images/7439.jpg,horizon performance romper 
2197,./fashion_captioning/images/111663.jpg,medallion silk tie 
2198,./fashion_captioning/images/7906.jpg,farrah romper 
2199,./fashion_captioning/images/44386.jpg,hannah floral minidress 
2200,./fashion_captioning/images/5666.jpg,high waist ankle straight leg jeans 
2201,./fashion_captioning/images/11436.jpg,stripe ruffle wrap dress 
2202,./fashion_captioning/images/91598.jpg,hudson 2 loafer 
2203,./fashion_captioning/images/111392.jpg,signature print leather wallet 
2204,./fashion_captioning/images/14325.jpg,button front pinafore top 
2205,./fashion_captioning/images/13593.jpg,shorts sleeve tunic tee 
2206,./fashion_captioning/images/19614.jpg,tie neck double silk georgette shell 
2207,./fashion_captioning/images/105674.jpg,gingham tweed sheath dress 
2208,./fashion_captioning/images/96706.jpg,bliss cotton full brief 
2209,./fashion_captioning/images/73834.jpg,sequin v neck trumpet gown 
2210,./fashion_captioning/images/82939.jpg,distressed tie waist zip cuff jeans 
2211,./fashion_captioning/images/26510.jpg,cherry halter midi dress 
2212,./fashion_captioning/images/49027.jpg,cabin snow pants 
2213,./fashion_captioning/images/43249.jpg,scale ripple triangle bikini top 
2214,./fashion_captioning/images/67456.jpg,genuine shearling collar g 1 flight jacket 
2215,./fashion_captioning/images/23568.jpg,offset stripe top 
2216,./fashion_captioning/images/69656.jpg,slim fit five pocket corduroy pants 
2217,./fashion_captioning/images/13172.jpg,gidget denim cutoff shorts 
2218,./fashion_captioning/images/99112.jpg,recycled waterproof rain jacket 
2219,./fashion_captioning/images/91191.jpg,lynco flip flop 
2220,./fashion_captioning/images/22882.jpg,underneath underwire t tee bra 
2221,./fashion_captioning/images/115428.jpg,crystal embellished velvet evening bag 
2222,./fashion_captioning/images/58186.jpg,twin tipped extra slim fit piqu polo 
2223,./fashion_captioning/images/79229.jpg,open elbow maternity top 
2224,./fashion_captioning/images/51344.jpg,plaid button up tee 
2225,./fashion_captioning/images/114349.jpg,top daviol cap toe derby 
2226,./fashion_captioning/images/15111.jpg,hana shark bite ripped hem jeans 
2227,./fashion_captioning/images/8873.jpg,lemonade stand sweater 
2228,./fashion_captioning/images/28990.jpg,floral appliqu boucl tweed midi sheath dress 
2229,./fashion_captioning/images/91978.jpg,ashwell channel quilted leather blazer 
2230,./fashion_captioning/images/58724.jpg,hybrid tech shorts 
2231,./fashion_captioning/images/23939.jpg,adriana ankle jeans jeans 
2232,./fashion_captioning/images/121694.jpg,kacey adjustable pendant necklace 
2233,./fashion_captioning/images/131406.jpg,olivia espadrille wedge sandal 
2234,./fashion_captioning/images/126628.jpg,cloud nine infinity scarf 
2235,./fashion_captioning/images/38776.jpg,leg of mutton long sleeve dress 
2236,./fashion_captioning/images/119286.jpg,mini mystic genuine snakeskin satchel 
2237,./fashion_captioning/images/88150.jpg,mukluk shorty iii boot 
2238,./fashion_captioning/images/869.jpg,sabenne long sleeve midi shirtdress 
2239,./fashion_captioning/images/17906.jpg,annie gown 
2240,./fashion_captioning/images/88413.jpg,wonder gore tex waterproof boot 
2241,./fashion_captioning/images/106415.jpg,keagan jacquard seamless thongs 
2242,./fashion_captioning/images/41640.jpg,the luna pleat gown 
2243,./fashion_captioning/images/67531.jpg,wilfred quarter zip jacket 
2244,./fashion_captioning/images/61532.jpg,terry cloth polo 
2245,./fashion_captioning/images/33117.jpg,embellished gown 
2246,./fashion_captioning/images/91712.jpg,ombr five pocket pants 
2247,./fashion_captioning/images/22788.jpg,perfect tank 
2248,./fashion_captioning/images/76708.jpg,one shoulder glitter cocktail dress 
2249,./fashion_captioning/images/36461.jpg,jamie ripped jeans 
2250,./fashion_captioning/images/27103.jpg,dali bralette 
2251,./fashion_captioning/images/57722.jpg,baggies 5 inch swim trunk 
2252,./fashion_captioning/images/87339.jpg,laxmi embossed sandal 
2253,./fashion_captioning/images/4591.jpg,delicate cluster floral print flutter sleeve top 
2254,./fashion_captioning/images/46260.jpg,check tweed midi dress 
2255,./fashion_captioning/images/40979.jpg,ask me about my aura ringer tee 
2256,./fashion_captioning/images/10168.jpg,barbara sequin ribbon detail cocktail dress 
2257,./fashion_captioning/images/105266.jpg,high waist distressed ankle jeans jeans 
2258,./fashion_captioning/images/30237.jpg,take the plunge tank top 
2259,./fashion_captioning/images/21494.jpg,contrast cuff hooded sweater 
2260,./fashion_captioning/images/40792.jpg,runway straight leg jeans 
2261,./fashion_captioning/images/73851.jpg,metallic beaded sleeve blouse 
2262,./fashion_captioning/images/87075.jpg,philana sandal 
2263,./fashion_captioning/images/25403.jpg,mix stripe wide leg crop jumpsuit 
2264,./fashion_captioning/images/61336.jpg,camo crewneck sweatshirt 
2265,./fashion_captioning/images/40826.jpg,gaia silk lace mermaid gown 
2266,./fashion_captioning/images/19071.jpg,paisley unisex coach tee 
2267,./fashion_captioning/images/126569.jpg,51mm jeans cat eye sunglass 
2268,./fashion_captioning/images/1473.jpg,metallic cotton silk sundress 
2269,./fashion_captioning/images/118298.jpg,zip privacy pouch 
2270,./fashion_captioning/images/90186.jpg,scarlet slip on sandal 
2271,./fashion_captioning/images/110052.jpg,scholar tote bag 
2272,./fashion_captioning/images/78170.jpg,crisscross floral print mesh top 
2273,./fashion_captioning/images/6714.jpg,sloane tate the camden crewneck tee 
2274,./fashion_captioning/images/5775.jpg,soundboard pattern jersey jacket 
2275,./fashion_captioning/images/2180.jpg,gemma maternity sweater dress 
2276,./fashion_captioning/images/9642.jpg,ruffle bell sleeve top 
2277,./fashion_captioning/images/25603.jpg,kara lace sheath dress 
2278,./fashion_captioning/images/26225.jpg,jersey flare skirt 
2279,./fashion_captioning/images/77903.jpg,desmond crop top 
2280,./fashion_captioning/images/28765.jpg,luxe vintage high waist ankle jeans jeans 
2281,./fashion_captioning/images/123526.jpg,61mm rimless octagonal sunglass 
2282,./fashion_captioning/images/32466.jpg,lafayette linen cotton dress 
2283,./fashion_captioning/images/65742.jpg,everett sud slim straight leg pants 
2284,./fashion_captioning/images/84488.jpg,oscar plain toe derby 
2285,./fashion_captioning/images/21257.jpg,magnolia halter trumpet gown 
2286,./fashion_captioning/images/87003.jpg,gloss flip flop 
2287,./fashion_captioning/images/126013.jpg,avery 58mm polarized cat eye sunglass 
2288,./fashion_captioning/images/12019.jpg,naomi strapless midi dress 
2289,./fashion_captioning/images/44203.jpg,sheer hem burnout top 
2290,./fashion_captioning/images/30145.jpg,quilted cotton linen jacket 
2291,./fashion_captioning/images/94621.jpg,gia glider slim pull on jeans 
2292,./fashion_captioning/images/114561.jpg,country rambler ultra boot 
2293,./fashion_captioning/images/74822.jpg,power workout 7 8 legging 
2294,./fashion_captioning/images/120436.jpg,logo station necklace 
2295,./fashion_captioning/images/58223.jpg,quilted jacket with knit bib 
2296,./fashion_captioning/images/113332.jpg,nil plain toe derby 
2297,./fashion_captioning/images/22970.jpg,tash miniskirt 
2298,./fashion_captioning/images/2464.jpg,vilea tropical stretch wool pencil skirt 
2299,./fashion_captioning/images/19913.jpg,border print peasant top 
2300,./fashion_captioning/images/3740.jpg,colorblock cargo pants 
2301,./fashion_captioning/images/13280.jpg,intimately fp cassandra crop bralette 
2302,./fashion_captioning/images/31106.jpg,halter popover high low dress 
2303,./fashion_captioning/images/68709.jpg,fibonacci regular fit classy button up tee 
2304,./fashion_captioning/images/50571.jpg,cozumel cover up dress 
2305,./fashion_captioning/images/17385.jpg,double breasted checked tweed jacket 
2306,./fashion_captioning/images/132172.jpg,jessi wedge sandal 
2307,./fashion_captioning/images/27215.jpg,long sleeve ribbed faux wrap dress 
2308,./fashion_captioning/images/57151.jpg,summer chambray check tee 
2309,./fashion_captioning/images/127275.jpg,myriad 52mm square sunglass 
2310,./fashion_captioning/images/47094.jpg,floral appliqu trumpet gown 
2311,./fashion_captioning/images/102735.jpg,podium floral wide leg trousers 
2312,./fashion_captioning/images/75071.jpg,puff sleeve satin top 
2313,./fashion_captioning/images/81841.jpg,explode graphic t tee 
2314,./fashion_captioning/images/3333.jpg,floral high low maxi dress 
2315,./fashion_captioning/images/57682.jpg,reverse weave pullover hood 
2316,./fashion_captioning/images/39336.jpg,essential 7 8 running pants 
2317,./fashion_captioning/images/115957.jpg,gable metallic leather travel pouch 
2318,./fashion_captioning/images/105250.jpg,indigo garden cover up dress 
2319,./fashion_captioning/images/849.jpg,v neck rumple satin blouse 
2320,./fashion_captioning/images/14516.jpg,chloe high waist flare jeans 
2321,./fashion_captioning/images/111926.jpg,neat silk tie 
2322,./fashion_captioning/images/121732.jpg,color classic bangle bracelet 
2323,./fashion_captioning/images/3773.jpg,amber maxi chambray dress 
2324,./fashion_captioning/images/30965.jpg,wide leg crop pants 
2325,./fashion_captioning/images/121863.jpg,stax link bracelet with diamond 
2326,./fashion_captioning/images/91974.jpg,lodge regular fit plaid wool button up tee 
2327,./fashion_captioning/images/113187.jpg,helvio sneaker 
2328,./fashion_captioning/images/50435.jpg,cold shoulder halter neck babydoll dress 
2329,./fashion_captioning/images/128968.jpg,tournament low top sneaker 
2330,./fashion_captioning/images/133182.jpg,biom fjuel sneaker 
2331,./fashion_captioning/images/79590.jpg,the racer camo print silk camisole 
2332,./fashion_captioning/images/77750.jpg,v neck ribbed sweater 
2333,./fashion_captioning/images/46363.jpg,bunty stripe coat 
2334,./fashion_captioning/images/47456.jpg,woodstock clarity cotton blend tee 
2335,./fashion_captioning/images/37313.jpg,aiden asymmetrical chiffon midi dress 
2336,./fashion_captioning/images/89880.jpg,x atlantic pacific sadee pointed toe flat 
2337,./fashion_captioning/images/57302.jpg,print swim trunk 
2338,./fashion_captioning/images/4669.jpg,houndstooth check button wrap skirt 
2339,./fashion_captioning/images/115675.jpg,gabby leather crossbody bag 
2340,./fashion_captioning/images/89878.jpg,kaelyn ankle strap pump 
2341,./fashion_captioning/images/37271.jpg,topstitch tie front sleeveless jumpsuit 
2342,./fashion_captioning/images/121221.jpg,personalized block nameplate necklace 
2343,./fashion_captioning/images/76904.jpg,jassie satin maxi slipdress 
2344,./fashion_captioning/images/27343.jpg,nantucket linen blend top 
2345,./fashion_captioning/images/121100.jpg,love me knot stud earring 
2346,./fashion_captioning/images/7340.jpg,lily aldridge for velvet by graham spencer army jacket 
2347,./fashion_captioning/images/93185.jpg,phoebe colorblock maternity maxi dress 
2348,./fashion_captioning/images/79188.jpg,furnaed scallop cocktail dress 
2349,./fashion_captioning/images/108672.jpg,floral print denim moto jacket 
2350,./fashion_captioning/images/105234.jpg,the stiletto raw hem cutoff denim shorts 
2351,./fashion_captioning/images/39153.jpg,patent leather aviator bomber jacket 
2352,./fashion_captioning/images/111829.jpg,db 1004 s 62mm oversize aviator sunglass 
2353,./fashion_captioning/images/64550.jpg,thunderbolt button up tee 
2354,./fashion_captioning/images/35775.jpg,oversize cotton poplin tee 
2355,./fashion_captioning/images/40440.jpg,metallic detail stripe cotton wool blend turtleneck sweater 
2356,./fashion_captioning/images/96537.jpg,dexter belted high waist boyfriend jeans 
2357,./fashion_captioning/images/50941.jpg,sequin shorts 
2358,./fashion_captioning/images/97752.jpg,jessica asymmetrical sweater 
2359,./fashion_captioning/images/41857.jpg,lenore cable knit sweater 
2360,./fashion_captioning/images/32540.jpg,floral button coat 
2361,./fashion_captioning/images/18604.jpg,lace ponte knit top 
2362,./fashion_captioning/images/44494.jpg,eden sequin silk midi dress 
2363,./fashion_captioning/images/66971.jpg,regular fit crewneck sweater 
2364,./fashion_captioning/images/101457.jpg,lulu wrap dress 
2365,./fashion_captioning/images/126086.jpg,bite done her 51mm reading glass 
2366,./fashion_captioning/images/1101.jpg,riviera stripe shorts 
2367,./fashion_captioning/images/19948.jpg,chroma sleeveless midi dress 
2368,./fashion_captioning/images/97782.jpg,illusionist circe one one-piece swimsuit 
2369,./fashion_captioning/images/100187.jpg,liam slim fit cotton twill coat 
2370,./fashion_captioning/images/66675.jpg,tee jacket 
2371,./fashion_captioning/images/5793.jpg,side slit jeans pants 
2372,./fashion_captioning/images/62180.jpg,genesis flat front check wool trousers 
2373,./fashion_captioning/images/48876.jpg,alina high waist stretch jeans jeans 
2374,./fashion_captioning/images/51182.jpg,portia polka dot long sleeve sheath dress 
2375,./fashion_captioning/images/35590.jpg,patch pocket trench coat 
2376,./fashion_captioning/images/121089.jpg,curb chain bracelet 
2377,./fashion_captioning/images/64170.jpg,british open paddy pro regular fit polo tee 
2378,./fashion_captioning/images/22884.jpg,absolute invisible smooth underwire push up bra 
2379,./fashion_captioning/images/46973.jpg,jane denim utility jacket 
2380,./fashion_captioning/images/77567.jpg,mixed medium sheath dress 
2381,./fashion_captioning/images/4253.jpg,pin point spellbound underwire one one-piece swimsuit 
2382,./fashion_captioning/images/42636.jpg,party dot flannel pajamas tee 
2383,./fashion_captioning/images/13223.jpg,boy floral print silk tee 
2384,./fashion_captioning/images/121447.jpg,mix it up drop earring 
2385,./fashion_captioning/images/36058.jpg,cynthia high waist relaxed jeans 
2386,./fashion_captioning/images/15720.jpg,morpho butterfly print denim jacket 
2387,./fashion_captioning/images/125883.jpg,firefly 52mm round sunglass 
2388,./fashion_captioning/images/17195.jpg,adventure spirit print wrap front pants 
2389,./fashion_captioning/images/4455.jpg,transcend skyline bootcut jeans 
2390,./fashion_captioning/images/29607.jpg,bailey over the belly slim maternity pants 
2391,./fashion_captioning/images/18191.jpg,solid heavy georgette sleeveless blouse 
2392,./fashion_captioning/images/32228.jpg,x hi sugarplum santorini adjustable strap maxi dress 
2393,./fashion_captioning/images/130135.jpg,tex boot 
2394,./fashion_captioning/images/60279.jpg,partyledge responsibili tee t tee 
2395,./fashion_captioning/images/481.jpg,ab solution high waist ankle jeans jeans 
2396,./fashion_captioning/images/19328.jpg,knit tee 
2397,./fashion_captioning/images/90239.jpg,berlin boot 
2398,./fashion_captioning/images/132907.jpg,olivia peep toe wedge 
2399,./fashion_captioning/images/113459.jpg,garett venetian loafer 
2400,./fashion_captioning/images/27962.jpg,oversize logo sweater 
2401,./fashion_captioning/images/66586.jpg,sportswear shorts 
2402,./fashion_captioning/images/43239.jpg,lindey sweater skirt 
2403,./fashion_captioning/images/20577.jpg,lace sleeve charmeuse midi dress 
2404,./fashion_captioning/images/134340.jpg,sequoia crystal embellished ankle strap sandal 
2405,./fashion_captioning/images/10251.jpg,chloe high waist ankle jeans jeans 
2406,./fashion_captioning/images/49503.jpg,loveapella cowl neck long sleeve top 
2407,./fashion_captioning/images/37189.jpg,sunflower spin reversible one one-piece swimsuit 
2408,./fashion_captioning/images/35856.jpg,jagio silk tee 
2409,./fashion_captioning/images/1672.jpg,c magnifique nouveau full coverage underwire bra 
2410,./fashion_captioning/images/17231.jpg,frame mock neck top 
2411,./fashion_captioning/images/29243.jpg,graffiti femme tank top 
2412,./fashion_captioning/images/35547.jpg,boxy shimmer wool blend top 
2413,./fashion_captioning/images/97168.jpg,long sleeve sequin gown 
2414,./fashion_captioning/images/50589.jpg,hallie sequin belted long sleeve minidress 
2415,./fashion_captioning/images/74809.jpg,the nw jumpsuit 
2416,./fashion_captioning/images/47160.jpg,chevron stitch mock neck sweater 
2417,./fashion_captioning/images/74644.jpg,graceful charmeuse robe 
2418,./fashion_captioning/images/57728.jpg,bowden quilted jacket 
2419,./fashion_captioning/images/81371.jpg,perilla long wool coat 
2420,./fashion_captioning/images/52014.jpg,audra bishop sleeve sweater 
2421,./fashion_captioning/images/97493.jpg,eyelash tweed cotton blend sheath dress 
2422,./fashion_captioning/images/97347.jpg,sweeter side top 
2423,./fashion_captioning/images/31930.jpg,lace trim leopard camisole top 
2424,./fashion_captioning/images/102886.jpg,stripe tie dye hood 
2425,./fashion_captioning/images/107240.jpg,where you move wide leg crop jumpsuit 
2426,./fashion_captioning/images/34104.jpg,snake print tiered ruffle miniskirt 
2427,./fashion_captioning/images/121164.jpg,blake liquid gold lariat necklace 
2428,./fashion_captioning/images/46581.jpg,packable softshell hooded jacket 
2429,./fashion_captioning/images/2505.jpg,button detail wrap front camisole 
2430,./fashion_captioning/images/124554.jpg,55mm cat eye sunglass 
2431,./fashion_captioning/images/53928.jpg,zebra stripe cotton tee 
2432,./fashion_captioning/images/106940.jpg,sharon maternity nursing tank dress 
2433,./fashion_captioning/images/29401.jpg,kim underwire plunge bra 
2434,./fashion_captioning/images/121252.jpg,sydney cluster open oval drop earring 
2435,./fashion_captioning/images/9487.jpg,graydon silk blouse 
2436,./fashion_captioning/images/15314.jpg,isabella silk camisole 
2437,./fashion_captioning/images/132511.jpg,courb perforated low top sneaker 
2438,./fashion_captioning/images/133277.jpg,barda genuine calf hair sandal 
2439,./fashion_captioning/images/39868.jpg,bret metallic knit dress 
2440,./fashion_captioning/images/29182.jpg,perfect vintage high waist fray hem ankle jeans jeans 
2441,./fashion_captioning/images/127652.jpg,zita platform wedge sandal 
2442,./fashion_captioning/images/79851.jpg,cold shoulder portrait collar mermaid gown 
2443,./fashion_captioning/images/71765.jpg,doshan regular fit zip hood 
2444,./fashion_captioning/images/129361.jpg,madrona waterproof slip on rain shoe 
2445,./fashion_captioning/images/44424.jpg,bodanne contrast detail tweed jacket 
2446,./fashion_captioning/images/93373.jpg,juliet crewneck top 
2447,./fashion_captioning/images/116311.jpg,melissa simple leather tote 
2448,./fashion_captioning/images/62734.jpg,pacific regular fit check tee 
2449,./fashion_captioning/images/41511.jpg,vickie strappy velvet dress 
2450,./fashion_captioning/images/91144.jpg,patti ankle strap sandal 
2451,./fashion_captioning/images/20414.jpg,the leverage ankle cargo pants 
2452,./fashion_captioning/images/103691.jpg,lanai floral print crop top 
